full_name,brand_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Vitara Brezza VDi AMT,Maruti,8.31 Lakh*,null,2018,Dealer,"69,000 kms",First Owner,Diesel,Automatic,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Hyundai Venue SX Opt Diesel BSIV,Hyundai,10.99 Lakh*,New Car (On-Road Price) : Rs.9.79-14.05 Lakh*,2019,Dealer,"12,000 kms",First Owner,Diesel,Manual,Mileage23.7 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
Maruti Swift Dzire VXi AT,Maruti,3.95 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2012,Dealer,"66,581 kms",First Owner,Petrol,Automatic,Mileage17.4 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Skoda Superb LK 2.0 TDI AT,Skoda,4.8 Lakh*,null,2011,Dealer,"65,000 kms",First Owner,Diesel,Automatic,Mileage18.19 kmpl,Engine1968 CC,Max Power174.5 bhp,Seats5
Maruti Vitara Brezza VDi Option,Maruti,6.2 Lakh*,null,2016,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Honda City 1.5 V AT,Honda,3.31 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2010,Dealer,"72,000 kms",First Owner,Petrol,Automatic,Mileage16.8 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
Maruti Baleno Zeta Automatic,Maruti,7.9 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2019,Dealer,"10,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Mitsubishi Pajero Sport 4X4,Mitsubishi,8.45 Lakh*,null,2012,Dealer,"98,000 kms",First Owner,Diesel,Manual,Mileage13.5 kmpl,Engine2477 CC,Max Power175.56 bhp,Seats7
Maruti Swift Dzire Tour 2012-2018 LDI,Maruti,3.7 Lakh*,null,2014,Dealer,"64,523 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Toyota Corolla Altis 1.8 VL CVT,Toyota,18.25 Lakh*,null,2018,Dealer,"17,000 kms",First Owner,Petrol,Automatic,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
Honda WR-V i-VTEC VX,Honda,8.75 Lakh*,New Car (On-Road Price) : Rs.9.62-10.99 Lakh*,2019,Dealer,"10,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Hyundai i20 1.2 Magna,Hyundai,2.9 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2012,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Honda Civic 1.8 V MT,Honda,2.6 Lakh*,New Car (On-Road Price) : Rs.20.35-24.45 Lakh*,2008,Dealer,"73,235 kms",First Owner,Petrol,Manual,Mileage13.5 kmpl,Engine1799 CC,Max Power130 bhp,Seats5
Maruti Wagon R Stingray LXI,Maruti,2.2 Lakh*,null,2013,Individual,"1,20,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
BMW 3 Series 320i,BMW,8 Lakh*,New Car (On-Road Price) : Rs.50.07-58.32 Lakh*,2012,Individual,"41,500 kms",First Owner,Petrol,Automatic,Mileage12.05 kmpl,Engine1995 CC,Max Power154 bhp,Seats5
Ford Fiesta 1.5 TDCi Trend,Ford,4.25 Lakh*,null,2015,Individual,"75,000 kms",First Owner,Diesel,Manual,Mileage25.01 kmpl,Engine1498 CC,Max Power89.75 bhp,Seats5
Audi A3 35 TDI Premium Plus,Audi,28.75 Lakh*,null,2020,Dealer,"16,000 kms",First Owner,Diesel,Automatic,Mileage20.38 kmpl,Engine1968 CC,Max Power143 bhp,Seats5
Maruti Swift VXI,Maruti,3.4 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2012,Dealer,"62,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Audi Q5 2.0 TDI,Audi,12.5 Lakh*,null,2012,Dealer,"80,000 kms",First Owner,Diesel,Automatic,Mileage12.8 kmpl,Engine1968 CC,Max Power167.6 bhp,Seats5
Maruti Baleno Delta 1.2,Maruti,5.7 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2017,Individual,"44,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Ford Ecosport 2015-2021 1.5 Diesel Titanium,Ford,5.6 Lakh*,New Car (On-Road Price) : Rs.10.07-13.29 Lakh*,2014,Dealer,"46,412 kms",First Owner,Diesel,Manual,Mileage21.7 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
Tata Nexon 1.2 Revotron XZA Plus,Tata,8.5 Lakh*,New Car (On-Road Price) : Rs.8.48-13.72 Lakh*,2019,Individual,"15,000 kms",First Owner,Petrol,Automatic,Mileage17.0 kmpl,Engine1198 CC,Max Power108.5 bhp,Seats5
Toyota Innova 2.5 V Diesel 7-seater,Toyota,6.85 Lakh*,null,2013,Dealer,"95,000 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats7
Toyota Fortuner 4x4 AT,Toyota,12.49 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2013,Dealer,"82,000 kms",First Owner,Diesel,Automatic,Mileage12.55 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
Nissan Sunny XE,Nissan,3.95 Lakh*,null,2015,Dealer,"20,000 kms",First Owner,Petrol,Manual,Mileage16.95 kmpl,Engine1498 CC,Max Power97.6 bhp,Seats5
Maruti Swift Dzire VDI,Maruti,4.9 Lakh*,null,2015,Dealer,"75,251 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,3.8 Lakh*,New Car (On-Road Price) : Rs.5.82 Lakh*,2018,Individual,"35,000 kms",First Owner,CNG,Manual,Mileage21.94 km/kg,Engine1196 CC,Max Power61.7 bhp,Seats5
Mahindra Thar 4X4,Mahindra,4.36 Lakh*,New Car (On-Road Price) : Rs.14.75-16.92 Lakh*,2012,Dealer,"18,053 kms",First Owner,Diesel,Manual,Mileage16.55 kmpl,Engine2498 CC,Max Power105 bhp,Seats7
Hyundai i20 Magna 1.4 CRDi,Hyundai,4.22 Lakh*,New Car (On-Road Price) : Rs.9.60-12.74 Lakh*,2015,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Wagon R AMT VXI,Maruti,4.85 Lakh*,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,2018,Trustmark Dealer,"3,944 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
Ford Fiesta 1.4 Duratorq ZXI,Ford,2.7 Lakh*,null,2013,Dealer,"25,000 kms",First Owner,Diesel,Manual,Mileage17.8 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
Mahindra XUV500 W10 AWD,Mahindra,9.5 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2015,Dealer,"68,000 kms",First Owner,Diesel,Manual,Mileage16.0 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Mercedes-Benz C-Class C 200 Avantgarde Edition C,Mercedes-Benz,12.5 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2013,Dealer,"29,000 kms",First Owner,Petrol,Automatic,Mileage14.74 kmpl,Engine1991 CC,Max Power181.03 bhp,Seats5
Honda City i DTec V,Honda,5.9 Lakh*,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2016,Dealer,"61,225 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Mercedes-Benz GLS 2016-2020 400 4MATIC,Mercedes-Benz,69.5 Lakh*,New Car (On-Road Price) : Rs.1.20 Cr*,2018,Dealer,"28,000 kms",First Owner,Petrol,Automatic,Mileage8.9 kmpl,Engine2996 CC,Max Power333 bhp,Seats7
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,3.45 Lakh*,null,2014,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1186 CC,Max Power73.97 bhp,Seats5
BMW 3 Series 320d Prestige,BMW,11.55 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2013,Dealer,"83,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
Maruti Swift Dzire VXI,Maruti,5 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2015,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage20.85 kmpl,Engine1197 CC,Max Power83.14 bhp,Seats5
Maruti Wagon R VXI,Maruti,3.1 Lakh*,null,2014,Dealer,"42,290 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Honda Amaze S AT i-Vtech,Honda,5.25 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2017,Dealer,"45,000 kms",First Owner,Petrol,Automatic,Mileage15.5 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
Maruti Swift ZXi BSIV,Maruti,4.01 Lakh*,null,2014,Dealer,"56,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1197 CC,Max Power85 bhp,Seats5
Honda City i DTec V,Honda,5.99 Lakh*,New Car (On-Road Price) : Rs.14.00-16.49 Lakh*,2016,Dealer,"48,000 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Hyundai i20 Magna 1.2,Hyundai,4.8 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2015,Trustmark Dealer,"42,101 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Skoda Rapid 1.5 TDI AT Elegance,Skoda,6.75 Lakh*,null,2016,Dealer,"6,75,000 kms",First Owner,Diesel,Automatic,Mileage21.66 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
Mercedes-Benz GLA Class 200 Sport,Mercedes-Benz,29.35 Lakh*,null,2019,Dealer,"16,000 kms",First Owner,Petrol,Automatic,Mileage13.7 kmpl,Engine1991 CC,Max Power183 bhp,Seats5
Toyota Innova Crysta 2016-2020 2.7 VX MT BSIV,Toyota,14.27 Lakh*,New Car (On-Road Price) : Rs.19.80-26.91 Lakh*,2017,Dealer,"53,400 kms",First Owner,Petrol,Manual,Mileage11.25 kmpl,Engine2694 CC,Max Power163.7 bhp,Seats7
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,3.75 Lakh*,null,2014,Dealer,"55,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1186 CC,Max Power73.97 bhp,Seats5
Hyundai Verna VTVT 1.6 AT SX Plus,Hyundai,10.75 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2018,Dealer,"40,000 kms",First Owner,Petrol,Automatic,Mileage17.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Maruti A Star AT VXI,Maruti,2.4 Lakh*,null,2011,Dealer,"63,000 kms",First Owner,Petrol,Automatic,Mileage16.98 kmpl,Engine998 CC,Max Power66.1 bhp,Seats5
Toyota Etios G,Toyota,3.35 Lakh*,null,2012,Dealer,"49,000 kms",First Owner,Petrol,Manual,Mileage16.78 kmpl,Engine1496 CC,Max Power88.73 bhp,Seats5
Toyota Glanza V,Toyota,8.35 Lakh*,New Car (On-Road Price) : Rs.8.29-10.47 Lakh*,2019,Dealer,"10,000 kms",First Owner,Petrol,Manual,Mileage21.01 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Honda City i VTEC VX Option,Honda,8.9 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Dealer,"48,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Toyota Corolla Altis Diesel D4DJ,Toyota,3.25 Lakh*,null,2011,Dealer,"49,000 kms",First Owner,Diesel,Manual,Mileage21.43 kmpl,Engine1364 CC,Max Power87.2 bhp,Seats5
BMW X1 xDrive 20d xLine,BMW,20 Lakh*,null,2018,Dealer,"80,000 kms",First Owner,Diesel,Automatic,Mileage20.68 kmpl,Engine1995 CC,Max Power190 bhp,Seats5
Kia Carnival Prestige 9 STR,Kia,30 Lakh*,New Car (On-Road Price) : Rs.29.62-40.20 Lakh*,2020,Dealer,"3,000 kms",First Owner,Diesel,Automatic,Mileage14.11 kmpl,Engine2199 CC,Max Power197.2 bhp,Seats9
Hyundai i20 Sportz 1.2,Hyundai,4.9 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2015,Dealer,"68,237 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Alto K10 LXI,Maruti,3.78 Lakh*,null,2018,Dealer,"57,199 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Maruti Baleno Zeta CVT,Maruti,6.9 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2017,Dealer,"33,000 kms",First Owner,Petrol,Automatic,Mileage19.56 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti Swift LXI,Maruti,4.8 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2019,Individual,"6,500 kms",First Owner,Petrol,Manual,Mileage21.21 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
BMW 3 Series 320d Luxury Line,BMW,25 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2017,Dealer,"26,000 kms",First Owner,Diesel,Automatic,Mileage19.62 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
Hyundai i20 1.2 Asta,Hyundai,5.8 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2017,Individual,"1,00,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Baleno Delta 1.3,Maruti,5.5 Lakh*,null,2016,Dealer,"58,354 kms",First Owner,Diesel,Manual,Mileage27.39 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Audi A4 2.0 TDI,Audi,13.5 Lakh*,null,2013,Dealer,"43,000 kms",First Owner,Diesel,Automatic,Mileage16.55 kmpl,Engine1968 CC,Max Power147.51 bhp,Seats5
Maruti Vitara Brezza ZDi Plus,Maruti,7.5 Lakh*,null,2017,Dealer,"68,200 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Hyundai Santro Xing GL,Hyundai,"96,000*",null,2007,Dealer,"1,05,000 kms",First Owner,Petrol,Manual,null,Engine1086 CC,Max Power62 bhp,Seats5
Hyundai Grand i10 CRDi Magna,Hyundai,3.25 Lakh*,null,2014,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
Honda Amaze S i-Vtech,Honda,3.95 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
Toyota Fortuner 4x2 AT,Toyota,11.75 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2012,Dealer,"1,00,000 kms",First Owner,Diesel,Automatic,Mileage12.55 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
Porsche Cayenne Turbo,Porsche,20 Lakh*,New Car (On-Road Price) : Rs.1.37Cr-2.21 Cr*,2009,Individual,"1,26,000 kms",First Owner,Petrol,Automatic,Mileage8.5 kmpl,Engine4806 CC,Max Power500 bhp,Seats5
BMW 3 Series GT Luxury Line,BMW,36 Lakh*,null,2018,Dealer,"28,000 kms",First Owner,Diesel,Automatic,Mileage21.76 kmpl,Engine1995 CC,Max Power188 bhp,Seats5
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,9.25 Lakh*,null,2014,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100 bhp,Seats7
Maruti Wagon R CNG LXI BSIV,Maruti,4.7 Lakh*,New Car (On-Road Price) : Rs.5.99-6.06 Lakh*,2019,Dealer,"19,022 kms",First Owner,CNG,Manual,Mileage33.54 km/kg,Engine998 CC,Max Power67.04 bhp,Seats5
Maruti Wagon R LXI DUO BSIII,Maruti,"90,000*",null,2007,Individual,"90,000 kms",First Owner,LPG,Manual,Mileage17.3 km/kg,Engine1061 CC,Max Power57.5 bhp,Seats5
Maruti Wagon R VXI,Maruti,1.5 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2009,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage21.79 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Honda Civic 1.8 V MT,Honda,2.35 Lakh*,New Car (On-Road Price) : Rs.20.84-24.63 Lakh*,2009,Dealer,"62,000 kms",First Owner,Petrol,Manual,Mileage13.5 kmpl,Engine1799 CC,Max Power130 bhp,Seats5
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2.91 Lakh*,New Car (On-Road Price) : Rs.5.82 Lakh*,2016,Dealer,"51,000 kms",First Owner,CNG,Manual,Mileage15.1 km/kg,Engine1196 CC,Max Power73 bhp,Seats5
Maruti Wagon R AMT VXI,Maruti,3.8 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2015,Dealer,"48,000 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,6.45 Lakh*,null,2013,Dealer,"81,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.6 bhp,Seats8
Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz,40 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2020,Dealer,"10,000 kms",First Owner,Diesel,Automatic,Mileage12.6 kmpl,Engine1950 CC,Max Power194 bhp,Seats5
Renault Duster RXE 85PS BSIV,Renault,5 Lakh*,null,2015,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage19.87 kmpl,Engine1461 CC,Max Power84 bhp,Seats5
Toyota Prius Z6,Toyota,12.5 Lakh*,null,2012,Dealer,"80,000 kms",First Owner,Petrol,Automatic,Mileage23.91 kmpl,Engine1798 CC,Max Power97.8 bhp,Seats5
Maruti Ciaz VDi Plus SHVS,Maruti,5.37 Lakh*,null,2015,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Maruti SX4 S Cross DDiS 200 Delta,Maruti,5.5 Lakh*,null,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage23.65 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,4.38 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,"1,04,643 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
Tata Tigor 1.2 Revotron XT,Tata,4.95 Lakh*,New Car (On-Road Price) : Rs.6.50-9.04 Lakh*,2018,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage20.3 kmpl,Engine1199 CC,Max Power84 bhp,Seats5
Maruti Wagon R ZXI AMT 1.2BSIV,Maruti,5.4 Lakh*,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,2019,Trustmark Dealer,"8,873 kms",First Owner,Petrol,Automatic,Mileage21.5 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Mahindra XUV500 AT W6 1.99 mHawk,Mahindra,12.9 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2018,Dealer,"17,000 kms",First Owner,Diesel,Automatic,Mileage16.0 kmpl,Engine1997 CC,Max Power140 bhp,Seats7
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,3.49 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2013,Dealer,"48,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power88.8 bhp,Seats5
Mahindra Bolero 2011-2019 ZLX,Mahindra,6.85 Lakh*,New Car (On-Road Price) : Rs.8.91-10.42 Lakh*,2017,Dealer,"32,000 kms",First Owner,Diesel,Manual,Mileage15.96 kmpl,Engine2523 CC,Max Power62.1 bhp,Seats7
Skoda Superb Elegance 1.8 TSI AT,Skoda,5.85 Lakh*,New Car (On-Road Price) : Rs.35.37-38.27 Lakh*,2012,Dealer,"62,000 kms",First Owner,Petrol,Automatic,Mileage13.7 kmpl,Engine1798 CC,Max Power157.75 bhp,Seats5
Renault Duster 110PS Diesel RxZ,Renault,3.9 Lakh*,null,2013,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.45 bhp,Seats5
Maruti Ertiga VDI,Maruti,4.49 Lakh*,null,2013,Dealer,"57,001 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.76 bhp,Seats7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,3 Lakh*,null,2015,Dealer,"25,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.57 bhp,Seats7
Honda City 1.5 S MT,Honda,6.5 Lakh*,null,2015,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,4 Lakh*,New Car (On-Road Price) : Rs.7.00-11.36 Lakh*,2014,Dealer,"28,492 kms",First Owner,Petrol,Manual,Mileage16.47 kmpl,Engine1198 CC,Max Power74 bhp,Seats5
Honda City i VTEC CVT VX,Honda,8.15 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,"78,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,11.55 Lakh*,New Car (On-Road Price) : Rs.12.37-20.59 Lakh*,2017,Individual,"34,500 kms",First Owner,Diesel,Automatic,Mileage17.6 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Honda WR-V i-VTEC VX,Honda,7.5 Lakh*,New Car (On-Road Price) : Rs.9.60-10.91 Lakh*,2017,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Hyundai i20 1.4 Asta Option,Hyundai,6.25 Lakh*,New Car (On-Road Price) : Rs.9.26-12.19 Lakh*,2017,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Hyundai i10 Era,Hyundai,1.45 Lakh*,null,2008,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
Maruti Swift VDI BSIV,Maruti,3.34 Lakh*,null,2014,Dealer,"1,12,795 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Fiat,6.15 Lakh*,null,2019,Dealer,"12,002 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1248 CC,Max Power91.72 bhp,Seats5
Maruti Swift LXI Option,Maruti,4.4 Lakh*,null,2016,Dealer,"47,000 kms",First Owner,Petrol,Manual,Mileage20.4 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
BMW 3 Series 320d M Sport,BMW,18.9 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2015,Dealer,"45,000 kms",First Owner,Diesel,Automatic,Mileage22.69 kmpl,Engine1995 CC,Max Power190 bhp,Seats5
Hyundai i20 1.4 CRDi Magna,Hyundai,2.95 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2013,Dealer,"5,80,00 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
Maruti Wagon R VXI,Maruti,3.2 Lakh*,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,2013,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Skoda Octavia Elegance 1.8 TSI AT,Skoda,7.8 Lakh*,New Car (On-Road Price) : Rs.41.51 Lakh*,2013,Dealer,"76,000 kms",First Owner,Petrol,Automatic,Mileage14.7 kmpl,Engine1798 CC,Max Power177.5 bhp,Seats5
Maruti Vitara Brezza ZDi,Maruti,7.1 Lakh*,null,2017,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Hyundai Verna 1.6 SX,Hyundai,4.95 Lakh*,New Car (On-Road Price) : Rs.12.81-17.91 Lakh*,2014,Dealer,"71,000 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,Ford,9.9 Lakh*,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2019,Dealer,"18,000 kms",First Owner,Petrol,Manual,Mileage15.9 kmpl,Engine1496 CC,Max Power120.69 bhp,Seats5
Fiat Avventura MULTIJET Active,Fiat,4.5 Lakh*,null,2015,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1248 CC,Max Power91.72 bhp,Seats5
Hyundai Creta 1.6 VTVT SX Plus,Hyundai,8.9 Lakh*,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2016,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage13.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Maruti Ciaz ZDi SHVS,Maruti,5.95 Lakh*,null,2016,Dealer,"72,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Honda Amaze S i-Dtech,Honda,3.88 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2015,Dealer,"66,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Hyundai i10 Magna,Hyundai,1.6 Lakh*,null,2009,Dealer,"92,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
Mahindra TUV 300 T8,Mahindra,6.5 Lakh*,null,2016,Dealer,"46,000 kms",First Owner,Diesel,Manual,Mileage18.49 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
