full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Ford Figo Diesel ZXI,Ford,2011,Individual,First Owner,Diesel,Manual,9.43,2.3,20,1399,68,90000,5
Maruti Swift Dzire AMT VXI,Maruti,2010,Individual,First Owner,Petrol,Automatic,9.87,2.8,21.21,1197,81.8,46100,5
Ford Endeavour 3.0L 4X4 AT,Ford,2010,Individual,First Owner,Diesel,Automatic,40.87,7.5,11.4,2953,153.86,80000,7
Maruti Wagon R LXI Minor,Maruti,2009,Dealer,First Owner,Petrol,Manual,7.01,2,18.9,1061,67,48192,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,Ford,2018,Individual,First Owner,Diesel,Manual,14.13,11,23,1498,98.96,53000,5
Honda City i DTEC VX,Honda,2014,Individual,First Owner,Diesel,Manual,17.07,5.75,25.1,1498,98.6,80000,5
Maruti Alto 800 LXI,Maruti,2017,Dealer,First Owner,Petrol,Manual,4.49,3.1,22.05,796,47.3,15554,5
Mahindra XUV500 W6 2WD,Mahindra,2015,Individual,First Owner,Diesel,Manual,22.78,8.5,15.1,2179,140,110000,7
Hyundai Verna 1.6 CRDi SX,Hyundai,2017,Dealer,First Owner,Diesel,Manual,16.89,8.25,23.9,1582,126.2,23211,5
Honda Amaze VX Petrol BSIV,Honda,2019,Individual,First Owner,Petrol,Manual,9.8,7.25,19.5,1199,88.76,16000,5
Honda City i DTec V,Honda,2017,Individual,First Owner,Diesel,Manual,17,7.5,26,1498,98.6,80000,5
Maruti Wagon R LXI CNG,Maruti,2011,Dealer,First Owner,CNG,Manual,6.23,2.2,26.2,998,58.2,57000,5
Honda City i DTEC VX,Honda,2014,Individual,First Owner,Diesel,Manual,17.23,5,25.1,1498,98.6,233000,5
Honda City E,Honda,2012,Dealer,First Owner,Petrol,Manual,16.29,3.8,16.8,1497,116.3,29512,5
Hyundai Grand i10 Sportz,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.1,4.1,18.9,1197,82,39000,5
Ford Ecosport 2015-2021 Sports Diesel,Ford,2016,Dealer,First Owner,Diesel,Manual,13.25,6.5,21.7,1498,98.96,50000,5
Honda Jazz S,Honda,2010,Dealer,First Owner,Petrol,Manual,10.85,2.8,16,1198,90,42000,5
Skoda Superb 1.8 TSI,Skoda,2010,Individual,First Owner,Petrol,Automatic,38.98,3.75,12.6,1798,161.6,50000,5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2015,Dealer,First Owner,Petrol,Manual,15.6,5.69,17.1,1591,121.3,30337,5
Hyundai i20 1.4 Magna Executive,Hyundai,2018,Dealer,First Owner,Diesel,Manual,12.44,6.25,22.54,1396,88.73,39000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT,Toyota,2018,Dealer,First Owner,Diesel,Manual,30.26,18.75,13.68,2393,147.51,40000,7
Hyundai Verna 1.6 CRDi SX,Hyundai,2016,Dealer,First Owner,Diesel,Manual,16.88,6.5,23.9,1582,126.2,48000,5
Honda WR-V i-DTEC VX,Honda,2018,Dealer,First Owner,Diesel,Manual,12.55,8.25,25.5,1498,98.6,15797,5
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,Ford,2017,Dealer,First Owner,Diesel,Manual,13.28,6.5,23,1498,98.96,115000,5
Honda Amaze S i-DTEC,Honda,2013,Dealer,First Owner,Diesel,Manual,11.07,3.99,25.8,1498,98.6,47277,5
Maruti Swift Dzire VXI Optional,Maruti,2017,Dealer,First Owner,Petrol,Manual,10.24,6.5,20.85,1197,83.14,31000,5
Maruti Wagon R LXI,Maruti,2005,Dealer,First Owner,Petrol,Manual,6.89,1.5,18.9,998,67.1,29957,5
Honda Jazz 1.2 S AT i VTEC,Honda,2015,Individual,First Owner,Petrol,Automatic,11.3,5.6,19,1199,88.7,51000,5
Maruti Swift Dzire VXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,9.87,5.35,20.85,1197,83.14,23211,5
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2015,Dealer,First Owner,Petrol,Manual,10.72,4.25,16.2,1199,74,23569,5
Ford Ecosport 1.5 DV5 MT Trend,Ford,2014,Dealer,First Owner,Diesel,Manual,13.12,4.25,22.7,1498,89.84,95000,5
Renault KWID Climber 1.0 MT,Renault,2017,Individual,First Owner,Petrol,Manual,5.99,3.5,23.01,999,67,15000,5
Mahindra Scorpio VLS 2.2 mHawk,Mahindra,2009,Individual,First Owner,Diesel,Manual,19.29,4,12.05,2179,120,120000,7
Hyundai i10 Era 1.1,Hyundai,2011,Dealer,First Owner,Petrol,Manual,7.22,2.6,19.81,1086,68.05,58519,5
Mahindra XUV500 W6 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.03,8.75,15.1,2179,140,59706,7
Ford Freestyle Titanium Petrol BSIV,Ford,2018,Individual,First Owner,Petrol,Manual,8.75,6.3,19,1194,94.68,30000,5
Audi A4 30 TFSI Technology,Audi,2017,Individual,First Owner,Petrol,Automatic,53.71,31,17.84,1395,147.51,40000,5
Ford Ecosport 2015-2021 1.5 Petrol Ambiente BSIV,Ford,2017,Individual,First Owner,Petrol,Manual,12.9,7,17,1497,121.36,11448,5
Honda WR-V Edge Edition i-DTEC S,Honda,2017,Dealer,First Owner,Diesel,Manual,12.55,7.25,25.5,1498,98.6,31031,5
Maruti Wagon R LXI BS IV,Maruti,2012,Dealer,First Owner,Petrol,Manual,6.89,2.75,18.9,998,67.1,37300,5
Honda City 2017-2020 GXi,Honda,2008,Dealer,First Owner,Petrol,Manual,16.29,2.25,17.7,1497,78,46252,5
Maruti Alto 800 LXI,Maruti,2018,Individual,First Owner,Petrol,Manual,4.57,3,24.7,796,47.3,5000,5
Maruti Swift Dzire VXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,9.87,3.95,19.1,1197,85.8,33000,5
Hyundai i20 Sportz Option 1.4 CRDi,Hyundai,2016,Dealer,First Owner,Diesel,Manual,12.4,6.25,22.54,1396,88.73,52000,5
Honda City 1.5 V MT Sunroof,Honda,2012,Dealer,First Owner,Petrol,Manual,16.29,3.79,16.8,1497,116.3,55000,5
Ford Aspire 1.5 TDCi Titanium,Ford,2017,Individual,First Owner,Diesel,Manual,10,6.15,25.83,1498,99,25000,5
BMW X3 xDrive20d,BMW,2013,Dealer,First Owner,Diesel,Automatic,71.84,23.75,16.09,1995,184,37000,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2013,Individual,First Owner,Petrol,Manual,4.92,2.25,15.37,1196,73,18000,7
Hyundai i20 Asta 1.4 CRDi,Hyundai,2016,Individual,First Owner,Diesel,Manual,12.4,5.35,22.54,1396,88.73,64000,5
Maruti Alto 800 Std Optional,Maruti,2018,Individual,First Owner,Petrol,Manual,4.49,2.55,24.7,796,47.3,25000,5
Maruti Wagon R VXI BS IV,Maruti,2011,Individual,First Owner,Petrol,Manual,7.01,1.92,18.9,998,67.1,120000,5
Ford Figo Diesel Titanium,Ford,2014,Dealer,First Owner,Diesel,Manual,9.53,4.2,20,1399,68.05,61000,5
Maruti Wagon R LXI,Maruti,2006,Dealer,First Owner,Petrol,Manual,7.08,1.2,21.79,998,67.05,64000,5
Hyundai Creta 1.6 E,Hyundai,2020,Individual,First Owner,Petrol,Manual,20.16,9.55,15.8,1591,121.3,1500,5
Hyundai Creta 1.6 SX,Hyundai,2019,Individual,First Owner,Petrol,Manual,19.48,12,15.8,1591,121.3,15000,5
Maruti Swift ZXI ABS,Maruti,2008,Individual,First Owner,Petrol,Manual,9.06,1.9,16.1,1298,88.2,60000,5
Hyundai Elantra CRDi SX,Hyundai,2013,Dealer,First Owner,Diesel,Manual,23.41,5.75,14.59,1493,113.42,67000,5
Hyundai Creta 1.6 SX Option Diesel,Hyundai,2018,Dealer,First Owner,Diesel,Manual,21.25,12.95,20.5,1582,126.2,40000,5
Hyundai i20 1.2 Sportz,Hyundai,2012,Individual,First Owner,Petrol,Manual,13,3,17,1197,80,70000,5
Hyundai Creta 1.6 VTVT SX Plus,Hyundai,2017,Dealer,First Owner,Petrol,Manual,21.31,11.75,13,1591,121.3,58000,5
Ford Aspire 1.2 Ti-VCT Titanium,Ford,2016,Individual,First Owner,Petrol,Manual,8.43,4.6,18.16,1196,86.8,55000,5
Hyundai i20 Asta,Hyundai,2017,Dealer,First Owner,Petrol,Manual,13.83,6.4,17,1197,80,41394,5
Maruti Wagon R LXI,Maruti,2006,Individual,First Owner,Petrol,Manual,7.01,0.8,18.9,998,67.1,120000,5
Hyundai Verna Transform SX VGT CRDi,Hyundai,2010,Dealer,First Owner,Diesel,Manual,16.89,1.99,16.2,1493,110,50111,5
Maruti Alto 800 LXI,Maruti,2015,Individual,First Owner,Petrol,Manual,4.49,2.49,22.74,796,47.3,22000,5
Toyota Yaris J CVT BSIV,Toyota,2019,Individual,First Owner,Petrol,Automatic,16.8,9.5,17.8,1496,105.5,30000,5
Honda City 1.5 V MT,Honda,2009,Dealer,First Owner,Petrol,Manual,16.29,2.8,17,1497,118,57720,5
Hyundai i20 Petrol Spotz,Hyundai,2019,Individual,First Owner,Petrol,Manual,12.32,6.35,18.6,1197,81.86,30000,5
Tata Tiago 1.2 Revotron XZ,Tata,2017,Individual,First Owner,Petrol,Manual,7.75,4.25,23.84,1199,84,10000,5
Maruti Swift Dzire VXI,Maruti,2016,Individual,First Owner,Petrol,Manual,10.04,5,20.85,1197,83.14,40000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,Ford,2015,Individual,First Owner,Diesel,Manual,13.12,5.65,22.77,1498,98.59,90000,5
Maruti Alto 800 LXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,4.57,2.65,24.7,796,47.3,45000,5
Tata Hexa XM,Tata,2017,Individual,First Owner,Diesel,Manual,14.1,12,17.6,2179,153.86,57000,7
BMW 3 Series 320d,BMW,2016,Dealer,First Owner,Diesel,Automatic,58.06,23,13.2,1995,170,12000,5
Honda Amaze VX Petrol BSIV,Honda,2019,Individual,First Owner,Petrol,Manual,9.98,6.5,19.5,1199,88.76,2000,5
Honda City i VTEC V,Honda,2016,Dealer,First Owner,Petrol,Manual,16.29,6.24,17.8,1497,117.3,55000,5
Hyundai i20 1.2 Magna,Hyundai,2010,Individual,First Owner,Petrol,Manual,12.56,2.45,18.5,1197,80,50000,5
Honda Amaze S i-DTEC,Honda,2016,Dealer,First Owner,Diesel,Manual,11.48,5.25,25.8,1498,98.6,103000,5
Hyundai Creta 1.4 CRDi S,Hyundai,2015,Individual,First Owner,Diesel,Manual,20.1,7.5,21.38,1396,88.7,90000,5
Mahindra XUV500 W8 AWD,Mahindra,2013,Individual,First Owner,Diesel,Manual,22.24,7,15.1,2179,140,80000,7
Maruti Alto 800 LXI Optional,Maruti,2017,Dealer,First Owner,Petrol,Manual,4.66,3.4,24.7,796,47.3,28000,5
Ford Figo Aspire Titanium Diesel,Ford,2017,Dealer,First Owner,Diesel,Manual,9.92,6.5,24.4,1499,98.96,83000,5
Mahindra XUV500 W10 2WD,Mahindra,2016,Individual,First Owner,Diesel,Manual,23.03,10.9,16,2179,140,80000,7
Mahindra KUV 100 mFALCON G80 K8,Mahindra,2016,Individual,First Owner,Petrol,Manual,8.72,3.85,18.15,1198,82,32000,6
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2016,Dealer,First Owner,Diesel,Manual,19.42,8.51,19.67,1582,126.2,16000,5
Maruti Swift ZXI,Maruti,2012,Individual,First Owner,Petrol,Manual,9.06,3,18.6,1197,85.8,106600,5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2018,Dealer,First Owner,Petrol,Manual,7.1,4.25,18.9,1197,81.86,7245,5
Mahindra XUV500 W11 Option BSIV,Mahindra,2019,Individual,First Owner,Diesel,Manual,22.76,15.5,15.1,2179,152.87,5000,7
Maruti Alto 800 LXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,4.49,2.39,22.74,796,47.3,29289,5
Maruti Swift Dzire LXI 1.2 BS IV,Maruti,2019,Individual,First Owner,Petrol,Manual,10.04,5.5,22,1197,81.8,27000,5
BMW 3 Series 320d Luxury Line,BMW,2013,Dealer,First Owner,Diesel,Automatic,53.7,13.99,18.88,1995,184,38132,5
Hyundai Santro Sportz BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,7.2,4.8,20.3,1086,68,20000,5
Datsun RediGO A,Datsun,2018,Individual,First Owner,Petrol,Manual,5.6,2.5,22.7,799,53.64,50000,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,Dealer,First Owner,Petrol,Manual,7.22,5.25,18.9,1197,81.86,36000,5
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,Volkswagen,2019,Dealer,First Owner,Petrol,Manual,10.72,6.25,16.2,1199,74,12600,5
Datsun RediGO Sport,Datsun,2017,Individual,First Owner,Petrol,Manual,5.31,3,22.7,799,53,9500,5
Maruti Eeco 5 Seater AC BSIV,Maruti,2020,Dealer,First Owner,Petrol,Manual,4.92,4.25,15.37,1196,73,8001,5
Mahindra XUV500 W6 2WD,Mahindra,2015,Individual,First Owner,Diesel,Manual,22.78,6.6,15.1,2179,140,60000,7
Maruti Swift VXI,Maruti,2017,Dealer,First Owner,Petrol,Manual,9.24,5.2,18.6,1197,85.8,48148,5
Maruti Wagon R LXI BSIII,Maruti,2010,Individual,First Owner,Petrol,Manual,6.89,1.9,18.9,998,67.1,25000,5
Honda Amaze VX Petrol,Honda,2016,Dealer,First Owner,Petrol,Manual,9.81,3.49,18.6,1199,88.76,41200,5
Maruti Eeco 5 Seater AC BSIV,Maruti,2016,Individual,First Owner,Petrol,Manual,4.92,3.08,15.37,1196,73,5000,5
Honda City i DTEC VX,Honda,2016,Dealer,First Owner,Diesel,Manual,16.51,6.29,25.1,1498,98.6,34000,5
Hyundai i20 1.2 Sportz,Hyundai,2014,Dealer,First Owner,Petrol,Manual,12.56,4.8,17,1197,80,72536,5
Maruti Ciaz VXi Plus,Maruti,2015,Individual,First Owner,Petrol,Manual,13.08,6.1,20.73,1373,91.1,15000,5
Maruti Swift Dzire VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,10.04,4.2,20.85,1197,83.14,30000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,Toyota,2018,Individual,First Owner,Diesel,Manual,28.16,18.5,13.68,2393,147.8,70000,7
Hyundai Creta 1.6 VTVT S,Hyundai,2016,Dealer,First Owner,Petrol,Manual,19.48,7.5,15.29,1591,121.3,24000,5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2013,Dealer,First Owner,Diesel,Manual,11.98,3.25,21.9,1396,88.76,34000,5
Maruti Wagon R VXI BSIII,Maruti,2008,Individual,First Owner,Petrol,Manual,6.89,1.66,18.9,998,67.1,28640,5
Maruti Baleno Alpha 1.2,Maruti,2016,Individual,First Owner,Petrol,Manual,10.37,5.75,21.4,1197,83.1,50000,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,Ford,2018,Dealer,First Owner,Diesel,Manual,13.12,8.25,23,1498,98.96,36000,5
BMW X1 sDrive 20d xLine,BMW,2017,Dealer,First Owner,Diesel,Automatic,47.73,24.99,20.68,1995,188,40100,5
Renault KWID RXT Optional,Renault,2016,Individual,First Owner,Petrol,Manual,6.2,2.44,25.17,799,53.3,35000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,Dealer,First Owner,Diesel,Manual,20.1,7.5,19.67,1582,126.2,66500,5
Ford Freestyle Titanium Petrol BSIV,Ford,2018,Individual,First Owner,Petrol,Manual,8.75,6.3,19,1194,94.68,30000,5
Maruti Wagon R LXI CNG,Maruti,2012,Individual,First Owner,CNG,Manual,6.22,2.15,26.2,998,58.2,60000,5
Maruti Swift Dzire VXI,Maruti,2012,Individual,First Owner,Petrol,Manual,10.24,5.4,19.1,1197,85.8,25000,5
Mahindra XUV300 W6 Diesel,Mahindra,2020,Individual,First Owner,Diesel,Manual,14.62,8,20,1497,115,2000,5
Datsun GO T Option BSIV,Datsun,2015,Individual,First Owner,Petrol,Manual,7.25,2.76,20.63,1198,67,30000,5
BMW X1 sDrive20d xLine,BMW,2017,Dealer,First Owner,Diesel,Automatic,47.73,24.99,19.62,1998,192,40000,5
Toyota Fortuner 4x4 MT,Toyota,2015,Dealer,First Owner,Diesel,Manual,43.3,16,12.55,2982,168.5,132000,7
Maruti Wagon R AMT VXI Option,Maruti,2018,Dealer,First Owner,Petrol,Automatic,6.89,4.12,20.51,998,67,9450,5
Mahindra Scorpio 1.99 S10,Mahindra,2016,Individual,First Owner,Diesel,Manual,19.29,8.79,15.4,1997,120,20000,7
Maruti Swift Dzire VXI Optional,Maruti,2016,Dealer,First Owner,Petrol,Manual,10.23,6.25,20.85,1197,83.14,78051,5
Hyundai Creta 1.6 VTVT SX Plus,Hyundai,2019,Dealer,First Owner,Petrol,Manual,19.48,10.75,13,1591,121.3,19000,5
Hyundai i20 1.4 CRDi Magna,Hyundai,2011,Dealer,First Owner,Diesel,Manual,12.43,2,21.9,1396,90,70000,5
Maruti Celerio VXI AT Optional,Maruti,2016,Dealer,First Owner,Petrol,Automatic,6.5,3.9,23.1,998,67.04,35887,5
Honda Jazz Select Edition Mode,Honda,2010,Dealer,First Owner,Petrol,Manual,10.85,2.3,16,1198,90,68000,5
Maruti Celerio VXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,6.56,4.25,23.1,998,67.04,32000,5
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,Dealer,First Owner,Diesel,Manual,17.49,10.9,22,1582,126.2,33000,5
Maruti Wagon R LX BS IV,Maruti,2012,Dealer,First Owner,Petrol,Manual,6.89,2.65,18.9,998,67.1,12000,5
Renault KWID 1.0 RXT Optional,Renault,2017,Individual,First Owner,Petrol,Manual,6.17,3.45,23.01,999,67,70000,5
Honda City SV MT,Honda,2015,Dealer,First Owner,Petrol,Manual,16.91,6,17.4,1497,117.6,35000,5
Maruti Wagon R VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,7.01,3,20.51,998,67.04,40000,5
Volkswagen Vento 1.6 Highline,Volkswagen,2015,Individual,First Owner,Petrol,Manual,14.87,4.89,15.04,1598,103.2,43000,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,Individual,First Owner,Petrol,Manual,7.1,5.25,18.9,1197,81.86,30000,5
Datsun GO Plus T Option Petrol,Datsun,2018,Individual,First Owner,Petrol,Manual,7.78,5.3,19.83,1198,67,9605,7
Mercedes-Benz E-Class E240 V6 AT,Mercedes-Benz,2005,Dealer,First Owner,Petrol,Automatic,172,4.21,11.2,2497,203,123374,5
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2017,Individual,First Owner,Diesel,Automatic,20.99,11,17.01,1582,126.2,195000,5
Toyota Fortuner 4x4 MT,Toyota,2012,Individual,First Owner,Diesel,Manual,43.3,14,12.55,2982,168.5,120000,7
Honda Civic 1.8 S MT,Honda,2006,Individual,First Owner,Petrol,Manual,24.61,0.89,13.5,1799,130,82000,5
Tata Nexon 1.5 Revotorq XM,Tata,2019,Individual,First Owner,Diesel,Manual,14.74,7.5,21.5,1497,108.5,25000,5
Honda Amaze VX i-VTEC,Honda,2017,Individual,First Owner,Petrol,Manual,9.98,4.4,17.8,1198,86.7,80000,5
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2011,Individual,First Owner,Petrol,Automatic,15.59,4.5,15.74,1591,121.3,50000,5
Hyundai Grand i10 Magna AT,Hyundai,2017,Dealer,First Owner,Petrol,Automatic,7.37,5.5,18.9,1197,82,15000,5
Ford Aspire 1.2 Ti-VCT Trend,Ford,2016,Individual,First Owner,Petrol,Manual,8.71,3.8,18.16,1196,86.8,37000,5
Toyota Fortuner 4x4 MT,Toyota,2012,Individual,First Owner,Diesel,Manual,43.3,14,12.55,2982,168.5,60000,7
Renault KWID 1.0 RXT Optional,Renault,2018,Individual,First Owner,Petrol,Manual,6.48,3.65,23.01,999,67,21400,5
Honda Amaze VX Diesel,Honda,2018,Dealer,First Owner,Diesel,Manual,11.07,7.8,24.7,1498,98.63,36951,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,Individual,First Owner,Diesel,Manual,20.1,7.5,19.67,1582,126.2,50000,5
BMW 3 Series 320d Luxury Line,BMW,2012,Individual,First Owner,Diesel,Automatic,53.7,12,18.88,1995,184,50000,5
Honda City i VTEC VX,Honda,2014,Individual,First Owner,Petrol,Manual,16.98,6,17.4,1497,117.3,100000,5
Datsun GO A Option Petrol,Datsun,2017,Dealer,First Owner,Petrol,Manual,7.46,2.55,19.02,1198,67.05,44000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,Dealer,First Owner,Diesel,Manual,19.42,8,19.67,1582,126.2,64907,5
Honda City i VTEC SV,Honda,2015,Dealer,First Owner,Petrol,Manual,16.29,5.5,17.4,1497,117.3,66983,5
Ford Figo Petrol ZXI,Ford,2011,Dealer,First Owner,Petrol,Manual,8.18,2.2,15.6,1196,70,38256,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,Toyota,2017,Individual,First Owner,Diesel,Automatic,28.62,19,11.36,2755,171.5,30000,7
Renault KWID RXL,Renault,2019,Individual,First Owner,Petrol,Manual,6.17,3.75,25.17,799,53.3,5000,5
Hyundai Verna 1.4 VTVT,Hyundai,2017,Dealer,First Owner,Petrol,Manual,15.6,6.25,17.43,1396,105.5,23228,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,6.89,3.54,20.51,998,67.04,7830,5
Mahindra Marazzo M2 BSIV,Mahindra,2019,Individual,First Owner,Diesel,Manual,15.88,10.25,17.3,1497,121,18000,7
Honda City 1.5 V MT,Honda,2010,Individual,First Owner,Petrol,Manual,17.69,4,17,1497,118,180000,5
Honda City 1.5 V AT,Honda,2010,Individual,First Owner,Petrol,Automatic,16.29,3.1,16.8,1497,118,50000,5
Jeep Compass 2.0 Limited 4X4,Jeep,2017,Dealer,First Owner,Diesel,Manual,31.57,15.49,16.3,1956,170,52000,5
Mahindra Thar DI 4X4,Mahindra,2018,Dealer,First Owner,Diesel,Manual,16.27,7.45,18.06,2523,63,36000,7
Honda City i VTEC SV,Honda,2015,Dealer,First Owner,Petrol,Manual,16.29,5.7,17.8,1497,117.3,35000,5
Maruti Wagon R VXI Minor ABS,Maruti,2007,Individual,First Owner,Petrol,Manual,7.08,1.21,18.9,1061,67,53000,5
Hyundai i20 Magna,Hyundai,2013,Dealer,First Owner,Petrol,Manual,13.83,3.25,18.5,1197,80,33135,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2010,Individual,First Owner,Petrol,Manual,4.92,2.3,15.37,1196,73,7000,7
Honda City 1.5 V MT,Honda,2016,Dealer,First Owner,Petrol,Manual,16.29,5.9,17,1497,118,55555,5
Maruti Alto 800 LXI,Maruti,2019,Individual,First Owner,Petrol,Manual,4.57,3.1,24.7,796,47.3,15000,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,Hyundai,2016,Individual,First Owner,Diesel,Manual,12.95,5.5,22.54,1396,88.73,100000,5
Mahindra KUV 100 mFALCON G80 K2,Mahindra,2017,Individual,First Owner,Petrol,Manual,8.48,4.5,18.15,1198,82,35000,6
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,Dealer,First Owner,Diesel,Manual,13.28,6,22.7,1498,89.84,65238,5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,Dealer,First Owner,Diesel,Manual,12.44,5.25,22.54,1396,88.73,25000,5
Renault KWID RXT,Renault,2017,Dealer,First Owner,Petrol,Manual,6.06,3,25.17,799,53.3,17000,5
Ford Figo Diesel Titanium,Ford,2012,Dealer,First Owner,Diesel,Manual,9.43,3.5,20,1399,68,115000,5
Mahindra Scorpio S11 BSIV,Mahindra,2018,Dealer,First Owner,Diesel,Manual,19.09,14.25,16.36,2179,140,6345,7
Hyundai i20 Magna 1.2,Hyundai,2015,Individual,First Owner,Petrol,Manual,12.56,5,18.6,1197,81.83,60000,5
Hyundai i20 1.2 Asta,Hyundai,2012,Dealer,First Owner,Petrol,Manual,13.58,4.7,17,1197,80,74357,5
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2013,Dealer,First Owner,Petrol,Manual,10.72,3.5,16.47,1198,73.9,23000,5
Tata Nexon 1.5 Revotorq XM,Tata,2018,Individual,First Owner,Diesel,Manual,14.74,6.8,21.5,1497,108.5,47000,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,Ford,2018,Dealer,First Owner,Diesel,Manual,14.13,10.5,23,1498,98.96,18000,5
Tata Nexon 1.2 Revotron XM,Tata,2020,Individual,First Owner,Petrol,Manual,13.22,7.5,17,1198,108.5,5000,5
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,2014,Dealer,First Owner,Diesel,Manual,13.28,5.2,22.7,1498,89.84,54000,5
Hyundai i20 Magna 1.2,Hyundai,2016,Dealer,First Owner,Petrol,Manual,13.02,5.15,18.6,1197,81.83,60000,5
Hyundai i10 Magna 1.2,Hyundai,2012,Dealer,First Owner,Petrol,Manual,7.1,2.45,20.36,1197,78.9,35000,5
Honda City i-VTEC CVT ZX,Honda,2019,Dealer,First Owner,Petrol,Automatic,16.29,11.5,18,1497,117.6,9000,5
Land Rover Discovery Sport 2015-2020 TD4 SE 7S,Land Rover,2017,Individual,First Owner,Diesel,Automatic,74.64,38,12.83,2179,147.5,60000,7
Maruti Wagon R LXI CNG,Maruti,2017,Individual,First Owner,CNG,Manual,6.22,3.3,26.6,998,58.16,40000,5
Renault KWID Climber 1.0 MT,Renault,2017,Dealer,First Owner,Petrol,Manual,6.2,3.4,23.01,999,67,20914,5
Maruti Wagon R VXI BS IV,Maruti,2018,Dealer,First Owner,Petrol,Manual,7.23,4.25,18.9,998,67.1,45455,5
Honda Amaze S CVT i-VTEC,Honda,2018,Individual,First Owner,Petrol,Automatic,9.98,6.2,18.1,1199,88.7,70000,5
Maruti Ignis 1.2 Delta BSIV,Maruti,2018,Individual,First Owner,Petrol,Manual,8.27,5.7,20.89,1197,81.8,20000,5
Honda City V MT AVN,Honda,2013,Individual,First Owner,Petrol,Manual,16.29,4.7,16.8,1497,116.3,15000,5
Hyundai Venue SX Opt Diesel BSIV,Hyundai,2019,Individual,First Owner,Diesel,Manual,13.39,10.5,23.7,1396,88.7,28600,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,7.01,3,20.51,998,67.04,90000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,Toyota,2019,Individual,First Owner,Diesel,Manual,28.13,19.5,13.68,2393,147.8,25000,8
Maruti Ciaz Alpha Automatic BSIV,Maruti,2019,Individual,First Owner,Petrol,Automatic,13.07,9.6,20.28,1462,103.25,30000,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,7.01,4,20.51,998,67.04,90000,5
Honda City i DTEC VX,Honda,2015,Dealer,First Owner,Diesel,Manual,16.51,5.75,25.1,1498,98.6,45000,5
Tata Tiago 1.2 Revotron XZ,Tata,2017,Individual,First Owner,Petrol,Manual,7.75,4,23.84,1199,84,50000,5
Skoda Superb Elegance 1.8 TSI MT,Skoda,2015,Dealer,First Owner,Petrol,Manual,38.98,8.95,13.1,1798,157.75,40000,5
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,Ford,2019,Individual,First Owner,Petrol,Manual,12.9,9.5,17,1497,121.31,18500,5
Maruti Ciaz VXi Plus,Maruti,2016,Dealer,First Owner,Petrol,Manual,12.62,5.25,20.73,1373,91.1,18000,5
